1992,Law Enforcement Agency,LA,Louisiana,1992-02-10,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1993,Law Enforcement Agency,OK,Oklahoma,1993-07-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,MD,Maryland,1992-11-20,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1991,Law Enforcement Agency,ME,Maine,1991-08-01,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,WV,West Virginia,1992-05-10,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1991,Law Enforcement Agency,HI,Hawaii,1991-01-01,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,Residence,Anti-Thug Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,MT,Montana,1992-09-15,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1993,Law Enforcement Agency,AR,Arkansas,1993-03-10,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,IA,Iowa,1992-07-20,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1991,Law Enforcement Agency,UT,Utah,1991-12-25,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,NV,Nevada,1992-04-01,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,Residence,Anti-Thug Bias,Adulthood,False Pretenses,False Pretenses
1993,Law Enforcement Agency,RI,Rhode Island,1993-09-15,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,IN,Indiana,1992-01-20,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1991,Law Enforcement Agency,ID,Idaho,1991-06-01,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,KS,Kansas,1992-08-10,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,Residence,Anti-Thug Bias,Adulthood,False Pretenses,False Pretenses
1993,Law Enforcement Agency,AL,Alabama,1993-02-15,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,CT,Connecticut,1992-10-20,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1991,Law Enforcement Agency,OR,Oregon,1991-09-15,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,ND,North Dakota,1992-06-10,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,Residence,Anti-Thug Bias,Adulthood,False Pretenses,False Pretenses
1991,Local,,Alabama,1991-01-20,2,1,2,1,1,White,Not Hispanic or Other Ethnicity,3,Intimidation,3,Residence,Anti-White,Single,Anti-white,0
1991,State,,Alaska,1991-01-22,1,0,1,1,0,Asian or Pacific Islander,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Park or Playground,Anti-Asian,Single,Anti-Asian,0
1991,Federal,,Arizona,1991-02-10,0,0,2,1,1,Hispanic or Latino,Not Hispanic or Other Ethnicity,2,Vandalism,2,Street,Anti-Hispanic,Single,Anti-Hispanic,0
1991,Local,,Arkansas,1991-02-22,1,0,1,1,0,White,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Street,Anti-White,Single,Anti-white,0
1991,State,,California,1991-03-01,2,1,2,2,0,Black or African American,Not Hispanic or Other Ethnicity,3,Intimidation,3,Residence,Anti-Black,Single,Anti-black,0
1991,Federal,,Colorado,1991-03-15,0,0,1,1,0,American Indian or Alaska Native,Not Hispanic or Other Ethnicity,1,Simple Assault,1,School,Anti-Native American,Single,Anti-native american,0
1991,Local,,Connecticut,1991-03-22,1,0,1,1,0,White,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Street,Anti-White,Single,Anti-white,0
1991,State,,Delaware,1991-04-01,0,0,1,1,0,Asian or Pacific Islander,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Park or Playground,Anti-Asian,Single,Anti-Asian,0
1991,Federal,,Florida,1991-04-10,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Residence,Anti-Hispanic,Single,Anti-Hispanic,0
1991,Local,,Georgia,1991-04-20,2,1,2,2,0,Black or African American,Not Hispanic or Other Ethnicity,3,Intimidation,3,Residence,Anti-Black,Single,Anti-black,0
1991,State,,Hawaii,1991-05-01,0,0,1,1,0,White,Not Hispanic or Other Ethnicity,1,Simple Assault,1,School,Anti-White,Single,Anti-white,0
1991,Federal,,Idaho,1991-05-15,0,0,1,1,0,Asian or Pacific Islander,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Street,Anti-Asian,Single,Anti-Asian,0
1991,Local,,Illinois,1991-05-22,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Residence,Anti-Hispanic,Single,Anti-Hispanic,0
1991,State,,Indiana,1991-06-01,2,1,2,2,0,Black or African American,Not Hispanic or Other Ethnicity,3,Intimidation,3,Residence,Anti-Black,Single,Anti-black,0
1991,Federal,,Iowa,1991-06-10,0,0,1,1,0,American Indian or Alaska Native,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Park or Playground,Anti-Native American,Single,Anti-native american,0
1991,Local,,Kansas,1991-06-20,1,0,1,1,0,White,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Street,Anti-White,Single,Anti-white,0
1991,State,,Kentucky,1991-07-01,0,0,1,1,0,Asian or Pacific Islander,Not Hispanic or Other Ethnicity,1,Simple Assault,1,School,Anti-Asian,Single,Anti-Asian,0
1991,Federal,,Louisiana,1991-07-15,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Residence,Anti-Hispanic,Single,Anti-Hispanic,0
1991,Local,,Maine,1991-07-22,2,1,2,2,0,Black or African American,Not Hispanic or Other Ethnicity,3,Intimidation,3,Residence,Anti-Black,Single,Anti-black,0
1991,State,,Maryland,1991-08-01,0,0,1,1,0,American Indian or Alaska Native,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Park or Playground,Anti-Native American,Single,Anti-native american,0
1991,Federal,,Massachusetts,1991-08-10,1,0,1,1,0,Asian or Pacific Islander,Not Hispanic or Other Ethnicity,1,Simple Assault,1,School,Anti-Asian,Single,Anti-Asian,0
1991,Local,,Michigan,1991-08-20,1,0,1,1,0,White,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Street,Anti-White,Single,Anti-white,0
1991,State,,Minnesota,1991-09-01,0,0,1,1,0,Hispanic or Latino,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Residence,Anti-Hispanic,Single,Anti-Hispanic,0
1991,Federal,,Mississippi,1991-09-15,2,1,2,2,0,Black or African American,Not Hispanic or Other Ethnicity,3,Intimidation,3,Residence,Anti-Black,Single,Anti-black,0
1991,Local,,Missouri,1991-09-22,1,0,1,1,0,Asian or Pacific Islander,Not Hispanic or Other Ethnicity,1,Simple Assault,1,School,Anti-Asian,Single,Anti-Asian,0
1991,State,,Montana,1991-10-01,0,0,1,1,0,White,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Park or Playground,Anti-White,Single,Anti-white,0
1991,Federal,,Nebraska,1991-10-10,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Residence,Anti-Hispanic,Single,Anti-Hispanic,0
1991,Local,,Nevada,1991-10-20,2,1,2,2,0,Black or African American,Not Hispanic or Other Ethnicity,3,Intimidation,3,Residence,Anti-Black,Single,Anti-black,0
1991,State,,New Hampshire,1991-11-01,0,0,1,1,0,American Indian or Alaska Native,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Park or Playground,Anti-Native American,Single,Anti-native american,0
1991,Federal,,New Jersey,1991-11-15,1,0,1,1,0,Asian or Pacific Islander,Not Hispanic or Other Ethnicity,1,Simple Assault,1,School,Anti-Asian,Single,Anti-Asian,0
1991,Local,,New Mexico,1991-11-22,1,0,1,1,0,White,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Street,Anti-White,Single,Anti-white,0
1991,State,,New York,1991-12-01,2,1,2,2,0,Black or African American,Not Hispanic or Other Ethnicity,3,Intimidation,3,Residence,Anti-Black,Single,Anti-black,0
1991,Federal,,North Carolina,1991-12-10,0,0,1,1,0,Hispanic or Latino,Not Hispanic or Other Ethnicity,1,Simple Assault,1,Residence,Anti-Hispanic,Single,Anti-Hispanic,0
1991,Local,,North Dakota,1991-12-20,1,0,1,1,0,Asian or Pacific Islander,Not Hispanic or Other Ethnicity,1,Simple Assault,1,School,Anti-Asian,Single,Anti-Asian,0
1993,Local,NY,New York,1993-05-15,1,0,1,1,0,White,Hispanic,1,Simple Assault,1,Public Property,Anti-White Bias,Both,Yes,Yes
2009,Local,CA,California,2009-02-27,0,1,1,0,1,Asian,Asian,1,Intimidation,1,Street,Anti-Asian Bias,Juvenile,No,No
2011,State,TX,Texas,2011-10-11,1,0,2,2,0,Black,Black,2,Vandalism,1,Residential Area,Anti-Black Bias,Adult,No,No
1999,Federal,DC,District of Columbia,1999-06-25,0,0,1,0,1,White,Other,1,Intimidation,1,Public Property,Anti-Gay Bias,Both,Yes,Yes
2003,Local,FL,Florida,2003-09-22,1,0,1,1,0,Hispanic,Hispanic,1,Simple Assault,1,Residential Area,Anti-Hispanic Bias,Adult,Yes,Yes
2014,Local,IL,Illinois,2014-03-01,0,1,1,0,1,White,White,1,Intimidation,1,Public Property,Anti-White Bias,Juvenile,No,No
1991,State,GA,Georgia,1991-08-02,1,0,2,1,1,Black,Black,2,Simple Assault,1,Residential Area,Anti-Black Bias,Both,No,No
2007,Federal,AL,Alabama,2007-05-20,1,0,1,1,0,White,White,1,Vandalism,1,Public Property,Anti-White Bias,Adult,Yes,Yes
1998,Local,MI,Michigan,1998-11-15,0,1,1,0,1,Other,Other,1,Intimidation,1,Public Property,Anti-Other Bias,Juvenile,No,No
2005,Local,NJ,New Jersey,2005-07-18,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,Residential Area,Anti-Asian Bias,Adult,Yes,Yes
2002,State,OK,Oklahoma,2002-04-12,0,0,1,0,1,Black,Black,1,Intimidation,1,Public Property,Anti-Black Bias,Both,Yes,Yes
2013,Local,AZ,Arizona,2013-01-10,0,1,1,0,1,Hispanic,Hispanic,1,Simple Assault,1,Public Property,Anti-Hispanic Bias,Juvenile,No,No
1996,Federal,MT,Montana,1996-03-25,1,0,1,1,0,White,White,1,Vandalism,1,Public Property,Anti-White Bias,Adult,Yes,Yes
2004,Local,NC,North Carolina,2004-08-22,0,1,1,0,1,Asian,Asian,1,Intimidation,1,Public Property,Anti-Asian Bias,Juvenile,No,No
2012,State,SC,South Carolina,2012-10-05,1,0,2,2,0,Black,Black,2,Simple Assault,1,Residential Area,Anti-Black Bias,Adult,No,No
1994,Local,MA,Massachusetts,1994-12-18,0,0,1,0,1,Hispanic,Hispanic,1,Intimidation,1,Public Property,Anti-Hispanic Bias,Both,Yes,Yes
2001,Federal,WV,West Virginia,2001-06-15,1,0,1,1,0,White,White,1,Vandalism,1,Public Property,Anti-White Bias,Adult,Yes,Yes
2006,Local,VT,Vermont,2006-02-20,0,1,1,0,1,Other,Other,1,Intimidation,1,Public Property,Anti-Other Bias,Juvenile,No,No
2010,State,KY,Kentucky,2010-09-10,1,0,2,2,0,Black,Black,2,Simple Assault,1,Residential Area,Anti-Black Bias,Adult,No,No
1995,Federal,NV,Nevada,1995-11-25,0,0,1,0,1,White,White,1,Intimidation,1,Public Property,Anti-White Bias,Both,Yes,Yes
2008,Local,CO,Colorado,2008-04-22,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,Residential Area,Anti-Asian Bias,Adult,Yes,Yes
2015,Local,HI,Hawaii,2015-08-01,0,1,1,0,1,Hispanic,Hispanic,1,Intimidation,1,Public Property,Anti-Hispanic Bias,Juvenile,No,No
1992,State,UT,Utah,1992-01-15,1,0,2,1,1,Black,Black,2,Simple Assault,1,Residential Area,Anti-Black Bias,Both,No,No
2000,Federal,DE,Delaware,2000-03-25,0,0,1,0,1,White,White,1,Intimidation,1,Public Property,Anti-White Bias,Both,Yes,Yes
2009,Local,OR,Oregon,2009-10-15,1,0,1,1,0,Other,Other,1,Vandalism,1,Public Property,Anti-Other Bias,Adult,Yes,Yes
2011,State,IA,Iowa,2011-02-10,0,1,1,0,1,Asian,Asian,1,Intimidation,1,Public Property,Anti-Asian Bias,Juvenile,No,No
1999,Local,TN,Tennessee,1999-08-20,1,0,1,1,0,White,White,1,Simple Assault,1,Residential Area,Anti-White Bias,Adult,Yes,Yes
2013,Federal,ND,North Dakota,2013-05-15,0,0,1,0,1,Black,Black,1,Intimidation,1,Public Property,Anti-Black Bias,Both,Yes,Yes
1997,Local,WY,Wyoming,1997-11-25,1,0,1,1,0,Asian,Asian,1,Vandalism,1,Public Property,Anti-Asian Bias,Adult,Yes,Yes
2003,Federal,RI,Rhode Island,2003-02-18,0,1,1,0,1,Hispanic,Hispanic,1,Intimidation,1,Public Property,Anti-Hispanic Bias,Juvenile,No,No
2014,Local,GA,Georgia,2014-06-10,0,1,1,0,1,White,White,1,Simple Assault,1,Public Property,Anti-White Bias,Juvenile,No,No
1991,State,ME,Maine,1991-04-15,1,0,2,1,1,Black,Black,2,Simple Assault,1,Residential Area,Anti-Black Bias,Both,No,No
2007,Local,WA,Washington,2007-03-01,0,1,1,0,1,Other,Other,1,Intimidation,1,Public Property,Anti-Other Bias,Juvenile,No,No
1998,Federal,CT,Connecticut,1998-09-25,1,0,1,1,0,White,White,1,Vandalism,1,Public Property,Anti-White Bias,Adult,Yes,Yes
2005,State,IN,Indiana,2005-01-15,1,0,2,2,0,Black,Black,2,Simple Assault,1,Residential Area,Anti-Black Bias,Adult,No,No
2002,Local,SD,South Dakota,2002-08-20,0,1,1,0,1,Asian,Asian,1,Intimidation,1,Public Property,Anti-Asian Bias,Juvenile,No,No
2013,Federal,NE,Nebraska,2013-04-15,1,0,1,1,0,Hispanic,Hispanic,1,Vandalism,1,Public Property,Anti-Hispanic Bias,Adult,Yes,Yes
1996,Local,ID,Idaho,1996-02-25,0,0,1,0,1,White,White,1,Intimidation,1,Public Property,Anti-White Bias,Both,Yes,Yes
2004,Local,LA,Louisiana,2004-11-15,1,0,1,1,0,Black,Black,1,Simple Assault,1,Residential Area,Anti-Black Bias,Adult,Yes,Yes
