\"2013\",\"State Police\",\"KY\",\"Kentucky\",\"2013-03-21\",\"0\",\"1\",\"1\",\"1\",\"0\",\"Black or African American\",\"Non-Hispanic\",\"1\",\"Simple assault\",\"1\",\"Louisville Public School\",\"Anti-Black or African American Bias\",\"Juvenile\",\"Yes\",\"No\"\n
\"2013\",\"Federal Bureau of Investigation\",\"NC\",\"North Carolina\",\"2013-04-08\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Asian\",\"Non-Hispanic\",\"1\",\"Intimidation\",\"1\",\"Raleigh Public Library\",\"Anti-Asian Bias\",\"Adult\",\"False\",\"No\"\n
\"2013\",\"County Police Department\",\"MN\",\"Minnesota\",\"2013-05-16\",\"1\",\"0\",\"1\",\"1\",\"0\",\"Native Hawaiian or Other Pacific Islander\",\"Non-Hispanic\",\"1\",\"Vandalism\",\"1\",\"Minneapolis City Hall\",\"Anti-Native Hawaiian or Other Pacific Islander Bias\",\"Adult\",\"False\",\"No\"\n
\"2013\",\"Local Police Department\",\"TN\",\"Tennessee\",\"2013-06-23\",\"0\",\"1\",\"1\",\"1\",\"0\",\"Black or African American\",\"Hispanic or Latino\",\"1\",\"Simple assault\",\"1\",\"Nashville Public School\",\"Anti-Black or African American Bias\",\"Juvenile\",\"Yes\",\"No\"\n
\"2013\",\"State Police\",\"WI\",\"Wisconsin\",\"2013-07-27\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Asian\",\"Non-Hispanic\",\"1\",\"Intimidation\",\"1\",\"Milwaukee Public Library\",\"Anti-Asian Bias\",\"Adult\",\"False\",\"No\"\n
\"2013\",\"Federal Bureau of Investigation\",\"AL\",\"Alabama\",\"2013-08-30\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Native Hawaiian or Other Pacific Islander\",\"Non-Hispanic\",\"1\",\"Vandalism\",\"1\",\"Birmingham Public Park\",\"Anti-Native Hawaiian or Other Pacific Islander Bias\",\"Adult\",\"False\",\"No\"\n
\"2013\",\"County Police Department\",\"MS\",\"Mississippi\",\"2013-09-24\",\"1\",\"0\",\"1\",\"1\",\"0\",\"White\",\"Non-Hispanic\",\"1\",\"Larceny theft\",\"1\",\"Jackson City Hall\",\"Anti-White Bias\",\"Adult\",\"False\",\"No\"\n
\"2013\",\"Local Police Department\",\"MO\",\"Missouri\",\"2013-10-28\",\"0\",\"1\",\"1\",\"1\",\"0\",\"Black or African American\",\"Non-Hispanic\",\"1\",\"Simple assault\",\"1\",\"Kansas City Public School\",\"Anti-Black or African American Bias\",\"Juvenile\",\"Yes\",\"No\"\n
\"2013\",\"State Police\",\"OK\",\"Oklahoma\",\"2013-11-25\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Asian\",\"Non-Hispanic\",\"1\",\"Intimidation\",\"1\",\"Oklahoma City Public Library\",\"Anti-Asian Bias\",\"Adult\",\"False\",\"No\"\n
\"2013\",\"Federal Bureau of Investigation\",\"SC\",\"South Carolina\",\"2013-12-20\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Native Hawaiian or Other Pacific Islander\",\"Non-Hispanic\",\"1\",\"Vandalism\",\"1\",\"Columbia Public Park\",\"Anti-Native Hawaiian or Other Pacific Islander Bias\",\"Adult\",\"False\",\"No\"\n
\"2012\",\"Local Police Department\",\"NE\",\"Nebraska\",\"2012-01-11\",\"1\",\"0\",\"1\",\"1\",\"0\",\"White\",\"Non-Hispanic\",\"1\",\"Larceny theft\",\"1\",\"Omaha City Hall\",\"Anti-White Bias\",\"Adult\",\"False\",\"No\"\n
\"2012\",\"State Police\",\"AK\",\"Alaska\",\"2012-02-14\",\"0\",\"1\",\"1\",\"1\",\"0\",\"Black or African American\",\"Hispanic or Latino\",\"1\",\"Simple assault\",\"1\",\"Anchorage Public School\",\"Anti-Black or African American Bias\",\"Juvenile\",\"Yes\",\"No\"\n
\"2012\",\"Federal Bureau of Investigation\",\"LA\",\"Louisiana\",\"2012-03-16\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Asian\",\"Non-Hispanic\",\"1\",\"Intimidation\",\"1\",\"New Orleans Public Library\",\"Anti-Asian Bias\",\"Adult\",\"False\",\"No\"\n
\"2012\",\"County Police Department\",\"OR\",\"Oregon\",\"2012-04-18\",\"1\",\"0\",\"1\",\"1\",\"0\",\"Native Hawaiian or Other Pacific Islander\",\"Non-Hispanic\",\"1\",\"Vandalism\",\"1\",\"Portland City Hall\",\"Anti-Native Hawaiian or Other Pacific Islander Bias\",\"Adult\",\"False\",\"No\"\n
\"2012\",\"Local Police Department\",\"MT\",\"Montana\",\"2012-05-22\",\"0\",\"1\",\"1\",\"1\",\"0\",\"Black or African American\",\"Non-Hispanic\",\"1\",\"Simple assault\",\"1\",\"Billings Public School\",\"Anti-Black or African American Bias\",\"Juvenile\",\"Yes\",\"No\"\n
\"2012\",\"State Police\",\"WV\",\"West Virginia\",\"2012-06-25\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Asian\",\"Non-Hispanic\",\"1\",\"Intimidation\",\"1\",\"Charleston Public Library\",\"Anti-Asian Bias\",\"Adult\",\"False\",\"No\"\n
\"2012\",\"Federal Bureau of Investigation\",\"ID\",\"Idaho\",\"2012-07-30\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Native Hawaiian or Other Pacific Islander\",\"Non-Hispanic\",\"1\",\"Vandalism\",\"1\",\"Boise Public Park\",\"Anti-Native Hawaiian or Other Pacific Islander Bias\",\"Adult\",\"False\",\"No\"\n
\"2012\",\"County Police Department\",\"NH\",\"New Hampshire\",\"2012-08-31\",\"1\",\"0\",\"1\",\"1\",\"0\",\"White\",\"Hispanic or Latino\",\"1\",\"Larceny theft\",\"1\",\"Manchester City Hall\",\"Anti-White Bias\",\"Adult\",\"False\",\"No\"\n
\"2012\",\"Local Police Department\",\"VT\",\"Vermont\",\"2012-09-27\",\"0\",\"1\",\"1\",\"1\",\"0\",\"Black or African American\",\"Non-Hispanic\",\"1\",\"Simple assault\",\"1\",\"Burlington Public School\",\"Anti-Black or African American Bias\",\"Juvenile\",\"Yes\",\"No\"\n
\"2011\",\"Local Police Department\",\"GA\",\"Georgia\",\"2011-01-10\",\"1\",\"0\",\"1\",\"1\",\"0\",\"White\",\"Non-Hispanic\",\"1\",\"Larceny theft\",\"1\",\"Atlanta City Hall\",\"Anti-White Bias\",\"Adult\",\"False\",\"No\"\n
\"2011\",\"State Police\",\"VT\",\"Vermont\",\"2011-02-14\",\"0\",\"1\",\"1\",\"1\",\"0\",\"Black or African American\",\"Non-Hispanic\",\"1\",\"Simple assault\",\"1\",\"Montpelier Public School\",\"Anti-Black or African American Bias\",\"Juvenile\",\"Yes\",\"No\"\n
\"2011\",\"Federal Bureau of Investigation\",\"ND\",\"North Dakota\",\"2011-03-17\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Asian\",\"Non-Hispanic\",\"1\",\"Intimidation\",\"1\",\"Bismarck Public Library\",\"Anti-Asian Bias\",\"Adult\",\"False\",\"No\"\n
\"2011\",\"County Police Department\",\"KS\",\"Kansas\",\"2011-04-20\",\"1\",\"0\",\"1\",\"1\",\"0\",\"Native Hawaiian or Other Pacific Islander\",\"Non-Hispanic\",\"1\",\"Vandalism\",\"1\",\"Topeka City Hall\",\"Anti-Native Hawaiian or Other Pacific Islander Bias\",\"Adult\",\"False\",\"No\"\n
\"2011\",\"Local Police Department\",\"WY\",\"Wyoming\",\"2011-05-24\",\"0\",\"1\",\"1\",\"1\",\"0\",\"Black or African American\",\"Hispanic or Latino\",\"1\",\"Simple assault\",\"1\",\"Cheyenne Public School\",\"Anti-Black or African American Bias\",\"Juvenile\",\"Yes\",\"No\"\n
\"2011\",\"State Police\",\"HI\",\"Hawaii\",\"2011-06-28\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Asian\",\"Non-Hispanic\",\"1\",\"Intimidation\",\"1\",\"Honolulu Public Library\",\"Anti-Asian Bias\",\"Adult\",\"False\",\"No\"\n
\"2011\",\"Federal Bureau of Investigation\",\"AZ\",\"Arizona\",\"2011-07-31\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Native Hawaiian or Other Pacific Islander\",\"Non-Hispanic\",\"1\",\"Vandalism\",\"1\",\"Phoenix Public Park\",\"Anti-Native Hawaiian or Other Pacific Islander Bias\",\"Adult\",\"False\",\"No\"\n
\"2011\",\"County Police Department\",\"DE\",\"Delaware\",\"2011-08-31\",\"1\",\"0\",\"1\",\"1\",\"0\",\"White\",\"Non-Hispanic\",\"1\",\"Larceny theft\",\"1\",\"Dover City Hall\",\"Anti-White Bias\",\"Adult\",\"False\",\"No\"\n
\"2011\",\"Local Police Department\",\"IA\",\"Iowa\",\"2011-09-27\",\"0\",\"1\",\"1\",\"1\",\"0\",\"Black or African American\",\"Non-Hispanic\",\"1\",\"Simple assault\",\"1\",\"Des Moines Public School\",\"Anti-Black or African American Bias\",\"Juvenile\",\"Yes\",\"No\"\n
\"2010\",\"Local Police Department\",\"NH\",\"New Hampshire\",\"2010-01-12\",\"1\",\"0\",\"1\",\"1\",\"0\",\"White\",\"Non-Hispanic\",\"1\",\"Larceny theft\",\"1\",\"Concord City Hall\",\"Anti-White Bias\",\"Adult\",\"False\",\"No\"\n
\"2010\",\"State Police\",\"ND\",\"North Dakota\",\"2010-02-15\",\"0\",\"1\",\"1\",\"1\",\"0\",\"Black or African American\",\"Hispanic or Latino\",\"1\",\"Simple assault\",\"1\",\"Bismarck Public School\",\"Anti-Black or African American Bias\",\"Juvenile\",\"Yes\",\"No\"\n
\"2010\",\"Federal Bureau of Investigation\",\"SD\",\"South Dakota\",\"2010-03-19\",\"0\",\"0\",\"1\",\"1\",\"0\",\"Asian\",\"Non-Hispanic\",\"1\",\"Intimidation\",\"1\",\"Pierre Public Library\",\"Anti-Asian Bias\",\"Adult\",\"False\",\"No\"\n"
"1992","Local",NV,Nevada,1992-07-15,1,0,2,1,1,White,Non-Hispanic,2,"Hate Crime Against Property",2,"Las Vegas",Anti-Black,Adult,TRUE,FALSE
"1996","State",NY,New York,1996-04-01,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"New York City",Anti-White,Juvenile,FALSE,FALSE
"2007","Local",AZ,Arizona,2007-02-20,0,0,1,0,1,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,"Phoenix",Anti-Asian,Adult,FALSE,TRUE
"1999","State",TX,Texas,1999-09-01,2,0,3,2,1,White,Non-Hispanic,3,"Hate Crime Against a Business,Commerical Establishment",3,"Austin",Anti-Hispanic,Adult,TRUE,FALSE
"2010","Local",FL,Florida,2010-05-15,1,0,1,1,0,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Miami",Anti-Jewish,Adult,FALSE,FALSE
"1991","Local",IL,Illinois,1991-03-10,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Chicago",Anti-Asian,Juvenile,FALSE,FALSE
"2009","State",CA,California,2009-12-20,0,0,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Los Angeles",Anti-White,Adult,FALSE,FALSE
"1993","Local",NC,North Carolina,1993-09-15,1,0,2,1,1,White,Non-Hispanic,2,"Hate Crime Against a Business,Commerical Establishment",2,"Raleigh",Anti-Hispanic,Adult,TRUE,FALSE
"2008","Local",PA,Pennsylvania,2008-07-01,0,1,1,0,1,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,"Philadelphia",Anti-Arab,Juvenile,FALSE,FALSE
"2003","State",MD,Maryland,2003-04-20,1,0,1,1,0,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Baltimore",Anti-Jewish,Adult,FALSE,FALSE
"1998","Local",OH,Ohio,1998-05-10,1,0,2,1,1,White,Non-Hispanic,2,"Hate Crime Against a Business,Commerical Establishment",2,"Columbus",Anti-Hispanic,Adult,TRUE,FALSE
"2013","State",NC,North Carolina,2013-01-15,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Greensboro",Anti-Asian,Juvenile,FALSE,FALSE
"2006","Local",TX,Texas,2006-03-01,0,0,1,0,1,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Dallas",Anti-Arab,Adult,FALSE,FALSE
"1994","State",GA,Georgia,1994-07-20,2,0,3,2,1,White,Non-Hispanic,3,"Hate Crime Against a Business,Commerical Establishment",3,"Atlanta",Anti-Hispanic,Adult,TRUE,FALSE
"2012","Local",CA,California,2012-10-15,1,0,1,1,0,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,"San Francisco",Anti-Jewish,Adult,FALSE,FALSE
"2005","State",TN,Tennessee,2005-09-01,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Nashville",Anti-Asian,Juvenile,FALSE,FALSE
"1997","Local",OR,Oregon,1997-02-15,0,0,1,0,1,White,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Portland",Anti-Hispanic,Adult,FALSE,FALSE
"2002","State",MO,Missouri,2002-05-20,1,0,1,1,0,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Kansas City",Anti-Arab,Adult,FALSE,FALSE
"2011","Local",MI,Michigan,2011-06-01,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Detroit",Anti-White,Juvenile,FALSE,FALSE
"1992","State",WV,West Virginia,1992-10-01,0,0,1,0,1,White,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Charleston",Anti-Hispanic,Adult,FALSE,FALSE
"2001","Local",KY,Kentucky,2001-01-15,1,0,2,1,1,White,Non-Hispanic,2,"Hate Crime Against a Business,Commerical Establishment",2,"Louisville",Anti-Jewish,Adult,TRUE,FALSE
"1995","State",AL,Alabama,1995-03-20,2,0,3,2,1,White,Non-Hispanic,3,"Hate Crime Against a Business,Commerical Establishment",3,"Birmingham",Anti-Hispanic,Adult,TRUE,FALSE
"2004","Local",SC,South Carolina,2004-08-01,0,1,1,0,1,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,"Columbia",Anti-Arab,Juvenile,FALSE,FALSE
"1999","State",LA,Louisiana,1999-01-01,0,0,1,0,1,White,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"New Orleans",Anti-Asian,Adult,FALSE,FALSE
"2014","Local",IN,Indiana,2014-03-20,1,0,1,1,0,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Indianapolis",Anti-Jewish,Adult,FALSE,FALSE
"1993","State",SC,South Carolina,1993-06-20,1,0,1,1,0,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Greenville",Anti-White,Adult,FALSE,FALSE
"2000","Local",OK,Oklaoma,2000-09-15,0,1,1,0,1,White,Non-Hispanic,1,"Oklahoma City",Anti-Asian,Juvenile,FALSE,FALSE
"1998","State",AR,Arkansas,1998-04-01,2,0,3,2,1,White,Non-Hispanic,3,"Hate Crime Against a Business,Commerical Establishment",3,"Little Rock",Anti-Hispanic,Adult,TRUE,FALSE
"1996","Local",GA,Georgia,1996-08-15,1,0,2,1,1,White,Non-Hispanic,2,"Hate Crime Against a Business,Commerical Establishment",2,"Savannah",Anti-Jewish,Adult,TRUE,FALSE
"2010","State",MS,Mississippi,2010-11-01,0,0,1,0,1,Black,Non-Hispanic,1,"Jackson",Anti-Arab,Adult,FALSE,FALSE
"2007","State",NH,New Hampshire,2007-05-20,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Manchester",Anti-Asian,Juvenile,FALSE,FALSE
"1991","State",VT,Vermont,1991-09-01,1,0,1,1,0,White,Non-Hispanic,1,"Burlington",Anti-Jewish,Adult,FALSE,FALSE
"2012","Local",GA,Georgia,2012-07-20,0,0,1,0,1,Asian,Asian,1,"Atlanta",Anti-White,Adult,FALSE,FALSE
"2009","State",ME,Maine,2009-02-15,1,0,1,1,0,Black,Non-Hispanic,1,"Portland",Anti-Hispanic,Adult,FALSE,FALSE
"1995","State",MT,Montana,1995-11-01,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Helena",Anti-Arab,Juvenile,FALSE,FALSE
"2003","Local",VA,Virginia,2003-03-01,0,0,1,0,1,White,Non-Hispanic,1,"Richmond",Anti-Asian,Adult,FALSE,FALSE
"1992","State",KS,Kansas,1992-06-01,2,0,3,2,1,White,Non-Hispanic,3,"Hate Crime Against a Business,Commerical Establishment",3,"Topeka",Anti-Hispanic,Adult,TRUE,FALSE
"2006","State",CT,Connecticut,2006-10-01,0,1,1,0,1,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,"Hartford",Anti-Arab,Juvenile,FALSE,FALSE
"1994","State",UT,Utah,1994-03-20,1,0,1,1,0,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Salt Lake City",Anti-Jewish,Adult,FALSE,FALSE
"2011","State",RI,Rhode Island,2011-09-01,0,0,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,"Providence",Anti-White,Adult,FALSE,FALSE
"2000","Local",DE,Delaware,2000-04-15,1,0,1,1,0,White,Non-Hispanic,1,"Wilmington",Anti-Arab,Adult,FALSE,FALSE
"1997","State",ND,North Dakota,1997-08-20,1,0,1,1,0,Black,Non-Hispanic,1,"Bismarck",Anti-Jewish,Adult,FALSE,FALSE
"2004","State",WY,Wyoming,2004-01-20,0,1,1,0,1,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,"Cheyenne",Anti-Arab,Juvenile,FALSE,FALSE
"1999","Local",AK,Alaska,1999-07-01,1,0,1,1,0,White,Non-Hispanic,1,"Anchorage",Anti-Hispanic,Adult,FALSE,FALSE
"2013","State",IA,Iowa,2013-06-15,0,0,1,0,1,Black,Non-Hispanic,1,"Des Moines",Anti-Asian,Adult,FALSE,FALSE
"2008","Local",CO,Colorado,2008-10-20,0,1,1,0,1,Hispanic,Hispanic,1,"Denver",Anti-White,Juvenile,FALSE,FALSE
"Data Year","Agency Type Name","State Abbr","State Name","Incident Date","Adult Victim Count","Juvenile Victim Count","Total Offender Count","Adult Offender Count","Juvenile Offender Count","Offender Race","Offender Ethnicity","Victim Count","Offense Name","Total Individual Victims","Location Name","Bias Desc","Victim Types","Multiple Offense","Multiple Bias"
"1992","Local Police Department","NY","New York","1992-01-01","1","0","1","1","0","White","Not Hispanic or Latino","2","Intimidation","2","New York City","Anti-Black or African American","Adults Only","Yes","Yes"
"1993","University Police Department","CA","California","1993-06-15","0","1","1","1","0","Unknown","Hispanic or Latino","1","Simple Assault","1","University of California, Los Angeles","Anti-White","Adults Only","No","No"
"1994","State Police","TX","Texas","1994-03-22","2","0","2","2","0","Other","Not Hispanic or Latino","2","Aggravated Assault","2","Houston, TX","Anti-Hispanic or Latino","Adults Only","Yes","Yes"
"1995","Local Police Department","FL","Florida","1995-09-10","1","0","1","1","0","White","Not Hispanic or Latino","1","Vandalism","1","Miami, FL","Anti-Jewish","Adults Only","No","No"
"1996","Federal Law Enforcement","IL","Illinois","1996-11-25","0","1","1","1","0","Unknown","Not Hispanic or Latino","1","Simple Assault","1","Chicago, IL","Anti-Gay, Lesbian, Bisexual, or Transgender","Adults Only","No","No"
"1997","County Police Department","OH","Ohio","1997-05-01","2","0","2","2","0","Black or African American","Not Hispanic or Latino","2","Intimidation","2","Columbus, OH","Anti-White","Adults Only","Yes","Yes"
"1998","University Police Department","PA","Pennsylvania","1998-02-14","1","0","1","1","0","White","Not Hispanic or Latino","1","Simple Assault","1","University of Pennsylvania","Anti-Asian or Asian American","Adults Only","No","No"
"1999","Local Police Department","GA","Georgia","1999-07-20","0","1","1","1","0","Unknown","Not Hispanic or Latino","1","Simple Assault","1","Atlanta, GA","Anti-Hispanic or Latino","Adults Only","No","No"
